Price,Close,High,Low,Open,Volume,Ticker,RSI,MACD,ATR,BB_upper,BB_lower,Momentum
2019-01-30,-1.874971637294496,-1.8829735670237064,-1.886151662081179,-1.8833627439700857,2.8542162060487417,AAPL,-2.3421837349264747,-0.24457038041950233,-1.5347364514801014,-1.9352964021954413,-1.872131975126602,0.23603976574603566
2019-01-31,-1.8689060065974905,-1.8685630705107077,-1.8638899175208716,-1.8687783629651278,1.2704882341885233,AAPL,-2.257883327479726,-0.17140842923566807,-1.5176963830178378,-1.9259249872253348,-1.8778403482246624,0.21344353150803655
2019-02-01,-1.8684982790633893,-1.868664276329448,-1.856846435281154,-1.8644438584816152,0.6429509333829471,AAPL,-2.251874685941328,-0.11513665143133824,-1.5079592124058856,-1.9205401383602922,-1.8707826512536698,0.18553372888354705
2019-02-04,-1.8443885622701301,-1.8551132964264287,-1.8499056601778767,-1.862149117660279,0.5517844539275027,AAPL,-1.8933448008135851,-0.03684497568116785,-1.4814380656455406,-1.906809797111318,-1.8735571099844435,0.31079900179300024
2019-02-05,-1.8294536537061934,-1.8378205314804628,-1.823839128684457,-1.8343569796569315,0.9098962746845571,AAPL,-1.6779142804163036,0.04391224501167678,-1.4757996565865705,-1.892173797896565,-1.8755871060915243,0.5251141682855622
2019-02-06,-1.829147551953865,-1.8353427023814166,-1.8212682794099246,-1.8252287952512465,0.29864703242061114,AAPL,-1.6733521497749777,0.10352703394234491,-1.477849629548137,-1.8795343886146636,-1.8769034833792326,0.5065086974061321
2019-02-07,-1.8459685370749483,-1.8435847506248246,-1.8341731872307574,-1.836702777853968,0.5709258382375235,AAPL,-1.8045781013944722,0.11996066545458536,-1.4842550982370861,-1.8719870449471778,-1.875772726270366,0.43739399705352766
2019-02-08,-1.8449450144422963,-1.856468894571588,-1.8403310754326982,-1.8503962161286382,-0.04496491760606605,AAPL,-1.7874048689096287,0.1293992910815929,-1.481313453864192,-1.86525146245402,-1.873908784556873,0.2759372893978845
2019-02-11,-1.849961409959454,-1.8536756412249007,-1.8360451585696143,-1.8398459760011716,-0.2647254248794405,AAPL,-1.829983611043386,0.12410310437846725,-1.50990481047398,-1.8606872432630597,-1.8693924101174813,0.29174816172275386
2019-02-12,-1.842487629574604,-1.8547421336419083,-1.8337217495003586,-1.8447112913631991,-0.1644236381273778,AAPL,-1.6900511523096904,0.1262379852289174,-1.5337772410729078,-1.8570335491104546,-1.8618830155182025,0.3942964132898876
2019-02-13,-1.8461222409681841,-1.847226754420906,-1.8325858556409222,-1.8381048710395995,-0.1483532720149436,AAPL,-1.7257392155490772,0.11734808691655539,-1.5359426611090234,-1.8538265526616422,-1.8558978060290472,0.019393993452069352
2019-02-14,-1.8429483331186416,-1.8534218872976518,-1.835373984107467,-1.8467086098330463,-0.1992388773395115,AAPL,-1.659907321992639,0.11023264935870425,-1.5813224565457438,-1.8504484870407445,-1.850763045270472,0.0005437557533137288
